Years,Months (MES),CADENA GENERAL,NAME,QUANTITY,VALUE,PRICE
2023,4,Meli,Atoderm Intensive Gel Moussant 200 ml,13,4277,329
2023,4,Meli,Atoderm Labios 15 ml,56,11704,209
2023,4,Meli,Cicabio Arnica+ 40 ml,17,7225,425
2023,4,Meli,Cicabio Crema 40 ml,4,1796,449
2023,4,Meli,Hydrabio Mascarilla 75 ml,1,599,599
2023,4,Meli,Hydrabio Serum 40 ml,10,7390,739
2023,4,Meli,KIT Photoderm Cover Dor.  + Sebium Gel Actif,5,2945,589
2023,4,Meli,KIT Photoderm Cover T Claro + Sensibio  H2O Eye 9ml + Sensibio  H2O 10ml,31,17227.24,555.7174194
2023,4,Meli,KIT Photoderm Cover T Dor + Sensibio  H2O Eye 9ml + Sensibio  H2O 10ml,17,9512.12,559.5364706
2023,4,Meli,KIT Photoderm M 40ml (V2) + Sensibio  H2O 100ml,5,2895,579
2023,4,Meli,KIT Photoderm Nude Muy Claro + Sebium Gel M. 100ml,13,9271.4,713.1846154
2023,4,Meli,KIT Sebium Gel M 200ml+ Minis,14,5969.6,426.4
2023,4,Meli,KIT Sebium P. Refiner 30ml+ Sebium Gel 100ml,6,4890,815
2023,4,Meli,KIT Sebium P. Refiner 30ml+ Sebium H2O 20ml+ Sebium Gel Actif 8ml+ PH Nude Touch 2ml,9,5836.2,648.4666667
2023,4,Meli,Nodé Shampoo Fluido 400 ml,3,1677,559
2023,4,Meli,Photoderm AKN Spf 30 40 ml,5,3495,699
2023,4,Meli,Photoderm Aquafluido Claro Spf 50+ 40 ml,7,4193,599
2023,4,Meli,Photoderm Aquafluido Dorado Spf 50+ 40 ml,12,7188,599
2023,4,Meli,Photoderm Aquafluido Neutro Spf 50+ 40 ml,9,5391,599
2023,4,Meli,Photoderm AR Spf 50+ 30 ml,4,2796,699
2023,4,Meli,Photoderm Bruma Spf 50+ 150 ml,6,3894,649
2023,4,Meli,Photoderm Cover T. Claro 40 gr,24,16296,679
2023,4,Meli,Photoderm Cover T. Dorado 40 gr,63,36462.3,578.7666667
2023,4,Meli,Photoderm Crema Claro Spf 50+ 40 ml,6,3534,589
2023,4,Meli,Photoderm Crema Spf 50+ 40 ml,3,1767,589
2023,4,Meli,Photoderm Kid Leche 50+  100 ml,1,535,535
2023,4,Meli,Photoderm M Claro Spf 50+ 40 ml,18,12582,699
2023,4,Meli,Photoderm Spot Age Spf 50+ 40 ml,1,699,699
2023,4,Meli,Photoderm Spray Spf 50+ 400 ml,60,47120,785.3333333
2023,4,Meli,Pigmentbio C-Concentrate 15 ml,120,73827,615.225
2023,4,Meli,Pigmentbio Daily Care 50+ 40 ml,5,4495,899
2023,4,Meli,Pigmentbio Foaming Cream 200 ml,155,86645,559
2023,4,Meli,Pigmentbio H2O 250 ml,13,5512,424
2023,4,Meli,Pigmentbio Night Renewer 50 ml,35,26740,764
2023,4,Meli,Pigmentbio Sensitive Areas 75 ml,399,239001,599
2023,4,Meli,Sebium Barra 100 gr,60,10140,169
2023,4,Meli,Sebium Gel Gommant 100 ml,11,5720,520
2023,4,Meli,Sebium Gel Moussant 100 ml,959,180480,188.1960375
2023,4,Meli,Sebium Gel Moussant 200 ml,11,5665,515
2023,4,Meli,Sebium Gel Moussant 500 ml,4,2780,695
2023,4,Meli,Sebium Gel Moussant Actif Tubo 200 ml,10,5190,519
2023,4,Meli,Sebium Gel Moussant Tubo 200 ml,29,10817,373
2023,4,Meli,Sebium Global 30 ml,24,14472,603
2023,4,Meli,Sebium H2O 500 ml,19,11229,591
2023,4,Meli,Sebium H2O Bomba Inv 500 ml,1,729,729
2023,4,Meli,Sebium Hydra 40 ml,276,133925,485.2355072
2023,4,Meli,Sebium Kerato+ 30 ml,20,11980,599
2023,4,Meli,Sebium Pore Refiner 30 ml,202,98323.5,486.75
2023,4,Meli,Sensibio AR 40 ml,10,4310,431
2023,4,Meli,Sensibio Defensive 40 ml,4,2140,535
2023,4,Meli,Sensibio Defensive Serum 30 ml,29,19604,676
2023,4,Meli,Sensibio Ds+ Crema 40 ml,26,15574,599
2023,4,Meli,Sensibio Forte 40 ml,1,599,599
2023,4,Meli,Sensibio Gel Contorno de Ojos 15 ml,95,34105,359
2023,4,Meli,Sensibio Gel Moussant 200 ml,9,4635,515
2023,4,Meli,Sensibio Gel Moussant 500 ml,347,161282.75,464.7917867
2023,4,Meli,Sensibio Gel Moussant Tubo 100 ml,410,77732.25,189.5908537
2023,4,Meli,Sensibio H2O 100 ml,14,3066,219
2023,4,Meli,Sensibio H2O 250 ml,6,2994,499
2023,4,Meli,Sensibio H2O 500 ml,36,21276,591
2023,4,Meli,Sensibio H2O Eye 125 ml,36,13284,369
2023,4,Meli,Sensibio Light 40 ml,11,5819,529
2023,4,RFP,Atoderm Barra 150 gr,56,7735.3137,138.1306018
2023,4,RFP,Atoderm Crema Tubo 200 ml,14,2494.8271,178.2019357
2023,4,RFP,Atoderm Crema Ultra 500 ml,3,1073.2758,357.7586
2023,4,RFP,Atoderm Intensive Balsamo 200 ml,7,2773.6273,396.2324714
2023,4,RFP,Atoderm Intensive Balsamo 500 ml,5,2991.3794,598.27588
2023,4,RFP,Atoderm Intensive Balsamo 75 ml,4,855.1725,213.793125
2023,4,RFP,Atoderm Intensive Gel Moussant 200 ml,3,747.4137,249.1379
2023,4,RFP,Cicabio Crema 40 ml,3,1037.0689,345.6896333
2023,4,RFP,Hydrabio Serum 40 ml,8,4701.7241,587.7155125
2023,4,RFP,KIT Sebium P. Refiner 30ml+ Sebium Gel 100ml,1,429.7414,429.7414
2023,4,RFP,KIT Sensibio  H2O 500ml + 250ml,21,11431.7692,544.3699619
2023,4,RFP,Photoderm Aquafluido Claro Spf 50+ 40 ml,4,2012.0689,503.017225
2023,4,RFP,Photoderm Aquafluido Dorado Spf 50+ 40 ml,4,2051.724,512.931
2023,4,RFP,Photoderm Aquafluido Neutro Spf 50+ 40 ml,4,2051.724,512.931
2023,4,RFP,Photoderm AR Spf 50+ 30 ml,3,1418.5344,472.8448
2023,4,RFP,Photoderm Bruma Spf 50+ 150 ml,7,3431.8968,490.2709714
2023,4,RFP,Photoderm Cover T. Claro 40 gr,7,3469.8275,495.6896429
2023,4,RFP,Photoderm Cover T. Dorado 40 gr,1,443.9655,443.9655
2023,4,RFP,Photoderm Crema Dorado Spf 50+ 40 ml,1,418.1034,418.1034
2023,4,RFP,Photoderm Crema Spf 50+ 40 ml,4,2031.0344,507.7586
2023,4,RFP,Photoderm M Bronce Spf 50+ 40 ml,3,1571.5516,523.8505333
2023,4,RFP,Photoderm M Claro Spf 50+ 40 ml,13,7318.1032,562.9310154
2023,4,RFP,Photoderm MAX Aquafluido Claro 40 ml,2,786.638,393.319
2023,4,RFP,Photoderm MAX Aquafluido Dorado 40 ml,1,400.8621,400.8621
2023,4,RFP,Photoderm MAX Aquafluido Neutro 40 ml,5,2040.5174,408.10348
2023,4,RFP,Photoderm MAX Crema 40 ml,2,850.862,425.431
2023,4,RFP,Photoderm MAX Leche Spf 50+ 100 ml,1,488.7931,488.7931
2023,4,RFP,Photoderm MAX Leche Spf 50+ 200 ml,1,668.1034,668.1034
2023,4,RFP,Photoderm Nude Touch Claro Spf 50+ 40 ml,4,1943.5346,485.88365
2023,4,RFP,Photoderm Nude Touch Dorado Spf 50+ 40 ml,1,499.1379,499.1379
2023,4,RFP,Photoderm Nude Touch Muy Claro Spf 50+ 40 ml,3,1507.7585,502.5861667
2023,4,RFP,Photoderm Spray Spf 50+ 400 ml,15,10340.5172,689.3678133
2023,4,RFP,Pigmentbio C-Concentrate 15 ml,6,3165.5172,527.5862
2023,4,RFP,Pigmentbio Daily Care 50+ 40 ml,12,7024.1376,585.3448
2023,4,RFP,Pigmentbio Foaming Cream 200 ml,9,4404.0547,489.3394111
2023,4,RFP,Pigmentbio Night Renewer 50 ml,8,4631.0344,578.8793
2023,4,RFP,Pigmentbio Sensitive Areas 75 ml,48,18682.7568,389.2241
2023,4,RFP,Sebium Barra 100 gr,10,1684.4824,168.44824
2023,4,RFP,Sebium Gel Moussant 100 ml,80,14718.5175,183.9814688
2023,4,RFP,Sebium Gel Moussant 200 ml,8,3303.448,412.931
2023,4,RFP,Sebium Gel Moussant 500 ml,13,7426.3406,571.2569692
2023,4,RFP,Sebium Gel Moussant Actif Tubo 200 ml,6,2405.1726,400.8621
2023,4,RFP,Sebium Gel Moussant Tubo 200 ml,15,5237.0685,349.1379
2023,4,RFP,Sebium Global 30 ml,4,2431.0344,607.7586
2023,4,RFP,Sebium H2O 100 ml,6,1029.3102,171.5517
2023,4,RFP,Sebium H2O 500 ml,2,1077.5862,538.7931
2023,4,RFP,Sebium H2O Bomba Inv 500 ml,1,581.8966,581.8966
2023,4,RFP,Sebium Hydra 40 ml,11,5097.5415,463.4128636
2023,4,RFP,Sebium Pore Refiner 30 ml,6,4008.6204,668.1034
2023,4,RFP,Sensibio AR 40 ml,12,5948.2758,495.68965
2023,4,RFP,Sensibio Defensive 40 ml,1,448.2759,448.2759
2023,4,RFP,Sensibio Ds+ Crema 40 ml,1,481.8966,481.8966
2023,4,RFP,Sensibio Gel Contorno de Ojos 15 ml,5,1802.5862,360.51724
2023,4,RFP,Sensibio Gel Moussant 200 ml,9,3756.0342,417.3371333
2023,4,RFP,Sensibio Gel Moussant 500 ml,11,5840.5171,530.9561
2023,4,RFP,Sensibio Gel Moussant Tubo 100 ml,61,11330.1709,185.7405066
2023,4,RFP,Sensibio H2O 100 ml,67,11506.6698,171.7413403
2023,4,RFP,Sensibio H2O 250 ml,20,7803.4488,390.17244
2023,4,RFP,Sensibio H2O 500 ml,11,5943.9655,540.3605
2023,4,RFP,Sensibio H2O Bomba Inv 500 ml,3,1780.6035,593.5345
2023,4,RFP,Sensibio H2O Eye 125 ml,7,2172.4136,310.3448
2023,4,RFP,Sensibio Light 40 ml,9,3840.5169,426.7241
2023,4,Sanborns,ABCDerm Gel Moussant 1 l,26,12157.05,467.5788462
2023,4,Sanborns,ABCDerm H2O 1 l,9,4906.84,545.2044444
2023,4,Sanborns,Atoderm Barra 150 gr,37,5580.96,150.8367568
2023,4,Sanborns,Atoderm Crema Tubo 200 ml,90,14017.44,155.7493333
2023,4,Sanborns,Atoderm Crema Ultra 500 ml,28,11355.95,405.5696429
2023,4,Sanborns,Atoderm Gel Ducha 500 ml,10,5149.84,514.984
2023,4,Sanborns,Atoderm Intensive Gel Crema 200 ml,1,443.1,443.1
2023,4,Sanborns,Atoderm Intensive Gel Crema 500 ml,3,2102.41,700.8033333
2023,4,Sanborns,Atoderm Intensive Gel Crema 75 ml,11,2484.12,225.8290909
2023,4,Sanborns,Atoderm Intensive Gel Moussant 200 ml,8,2253.64,281.705
2023,4,Sanborns,Atoderm Labios 15 ml,12,2174.84,181.2366667
2023,4,Sanborns,Atoderm Manos y Uñas 50 ml,42,4540.57,108.1088095
2023,4,Sanborns,Atoderm SOS Spray 200 ml,12,7120.86,593.405
2023,4,Sanborns,Atoderm SOS Spray 50 ml,2,654.67,327.335
2023,4,Sanborns,Cicabio Arnica+ 40 ml,10,3636.43,363.643
2023,4,Sanborns,Cicabio Crema 40 ml,13,4973.57,382.5823077
2023,4,Sanborns,Hydrabio H2O 100 ml,22,4186.5,190.2954545
2023,4,Sanborns,Hydrabio H2O 250 ml,8,3388.95,423.61875
2023,4,Sanborns,Hydrabio Serum 40 ml,53,32838.18,619.5883019
2023,4,Sanborns,KIT Hydrabio H2O + Hydrabio Suero + Hydrabio Masc.,1,611.21,611.21
2023,4,Sanborns,Kit Sebium Gel M. 200ml + Sebium H2O 100ml,9,3279.84,364.4266667
2023,4,Sanborns,KIT Sebium P. Refiner 30ml+ Sebium Gel 100ml,1,610.19,610.19
2023,4,Sanborns,KIT Sensibio  H2O 500ml + 250ml,1,662.96,662.96
2023,4,Sanborns,Nodé DS+ 125 ml,8,3724.15,465.51875
2023,4,Sanborns,Nodé Shampoo Fluido 400 ml,9,4334.92,481.6577778
2023,4,Sanborns,Photoderm AKN Spf 30 40 ml,8,3773.57,471.69625
2023,4,Sanborns,Photoderm Aquafluido Claro Spf 50+ 40 ml,62,25590.67,412.7527419
2023,4,Sanborns,Photoderm Aquafluido Dorado Spf 50+ 40 ml,39,16095.79,412.7125641
2023,4,Sanborns,Photoderm Aquafluido Neutro Spf 50+ 40 ml,61,25675.01,420.9018033
2023,4,Sanborns,Photoderm AR Spf 50+ 30 ml,51,25057.5,491.3235294
2023,4,Sanborns,Photoderm Bruma Spf 50+ 150 ml,20,8918.42,445.921
2023,4,Sanborns,Photoderm Cover T. Claro 40 gr,99,47820.93,483.039697
2023,4,Sanborns,Photoderm Cover T. Dorado 40 gr,70,33369.33,476.7047143
2023,4,Sanborns,Photoderm Crema Claro Spf 50+ 40 ml,17,7030.19,413.5405882
2023,4,Sanborns,Photoderm Crema Dorado Spf 50+ 40 ml,6,2676.62,446.1033333
2023,4,Sanborns,Photoderm Crema Spf 50+ 40 ml,22,8760.03,398.1831818
2023,4,Sanborns,Photoderm Kid Leche 50+  100 ml,9,3898.72,433.1911111
2023,4,Sanborns,Photoderm M Bronce Spf 50+ 40 ml,7,3225.71,460.8157143
2023,4,Sanborns,Photoderm M Claro Spf 50+ 40 ml,40,19221.54,480.5385
2023,4,Sanborns,Photoderm M Dorado Spf 50+ 40 ml,61,29299.43,480.3185246
2023,4,Sanborns,Photoderm M Spf 50+ 40 ml,1,516.38,516.38
2023,4,Sanborns,Photoderm MAX Aquafluido Dorado 40 ml,3,1261.12,420.3733333
2023,4,Sanborns,Photoderm MAX Crema 40 ml,1,430.17,430.17
2023,4,Sanborns,Photoderm MAX Leche Spf 50+ 200 ml,31,16938.22,546.3941935
2023,4,Sanborns,Photoderm Nude Touch Claro Spf 50+ 40 ml,23,11519.07,500.8291304
2023,4,Sanborns,Photoderm Nude Touch Dorado Spf 50+ 40 ml,4,1900.86,475.215
2023,4,Sanborns,Photoderm Nude Touch Muy Claro Spf 50+ 40 ml,71,32544.67,458.3756338
2023,4,Sanborns,Photoderm Spot Age Spf 50+ 40 ml,14,6907.8,493.4142857
2023,4,Sanborns,Photoderm Spray Spf 50+ 400 ml,103,66759,648.1456311
2023,4,Sanborns,Pigmentbio C-Concentrate 15 ml,24,15551.3,647.9708333
2023,4,Sanborns,Pigmentbio Daily Care 50+ 40 ml,24,17057.51,710.7295833
2023,4,Sanborns,Pigmentbio Foaming Cream 200 ml,40,22897.19,572.42975
2023,4,Sanborns,Pigmentbio H2O 250 ml,21,8906.49,424.1185714
2023,4,Sanborns,Pigmentbio Night Renewer 50 ml,10,7458.26,745.826
2023,4,Sanborns,Pigmentbio Sensitive Areas 75 ml,183,91297.94,498.895847
2023,4,Sanborns,Sebium Barra 100 gr,29,4886.63,168.5044828
2023,4,Sanborns,Sebium Gel Gommant 100 ml,12,5242.38,436.865
2023,4,Sanborns,Sebium Gel Moussant 100 ml,136,27101.94,199.2789706
2023,4,Sanborns,Sebium Gel Moussant 500 ml,62,36045.07,581.3720968
2023,4,Sanborns,Sebium Gel Moussant Actif Tubo 200 ml,46,20179.42,438.6830435
2023,4,Sanborns,Sebium Gel Moussant Tubo 200 ml,53,19722.89,372.13
2023,4,Sanborns,Sebium Global 30 ml,18,10575.91,587.5505556
2023,4,Sanborns,Sebium H2O 100 ml,39,7291.95,186.9730769
2023,4,Sanborns,Sebium H2O 250 ml,15,6314.87,420.9913333
2023,4,Sanborns,Sebium H2O 500 ml,23,13434.81,584.1221739
2023,4,Sanborns,Sebium H2O Bomba Inv 500 ml,26,16162.81,621.6465385
2023,4,Sanborns,Sebium Hydra 40 ml,58,30110.89,519.1532759
2023,4,Sanborns,Sebium Kerato+ 30 ml,16,7945.89,496.618125
2023,4,Sanborns,Sebium Night Peel 40 ml,7,4382.84,626.12
2023,4,Sanborns,Sebium Pore Refiner 30 ml,48,32286.12,672.6275
2023,4,Sanborns,Sensibio AR 40 ml,75,35664.4,475.5253333
2023,4,Sanborns,Sensibio Defensive 40 ml,39,15350.42,393.6005128
2023,4,Sanborns,Sensibio Defensive Serum 30 ml,16,9075.94,567.24625
2023,4,Sanborns,Sensibio Ds+ Crema 40 ml,29,12915.99,445.3789655
2023,4,Sanborns,Sensibio Forte 40 ml,12,5343.06,445.255
2023,4,Sanborns,Sensibio Gel Contorno de Ojos 15 ml,48,15706.32,327.215
2023,4,Sanborns,Sensibio Gel Moussant 200 ml,63,24087.84,382.3466667
2023,4,Sanborns,Sensibio Gel Moussant 500 ml,113,57514.19,508.9751327
2023,4,Sanborns,Sensibio Gel Moussant Tubo 100 ml,235,40659.96,173.0211064
2023,4,Sanborns,Sensibio H2O 100 ml,115,18496.05,160.8352174
2023,4,Sanborns,Sensibio H2O 250 ml,65,23986,369.0153846
2023,4,Sanborns,Sensibio H2O 500 ml,106,54414.62,513.3454717
2023,4,Sanborns,Sensibio H2O Bomba Inv 500 ml,26,16612.1,638.9269231
2023,4,Sanborns,Sensibio H2O Eye 125 ml,98,26499.53,270.4033673
2023,4,Sanborns,Sensibio Light 40 ml,48,19436.3,404.9229167
2023,4,Sears,ABCDerm Gel Moussant 1 l,21,9872.51,470.1195238
2023,4,Sears,ABCDerm H2O 1 l,5,2913.75,582.75
2023,4,Sears,Atoderm Barra 150 gr,26,4037.16,155.2753846
2023,4,Sears,Atoderm Crema Tubo 200 ml,45,8184.27,181.8726667
2023,4,Sears,Atoderm Crema Ultra 500 ml,41,16414.57,400.3553659
2023,4,Sears,Atoderm Gel Ducha 500 ml,5,2555.58,511.116
2023,4,Sears,Atoderm Intensive Balsamo 200 ml,1,443.1,443.1
2023,4,Sears,Atoderm Intensive Balsamo 75 ml,1,234.48,234.48
2023,4,Sears,Atoderm Intensive Gel Crema 200 ml,3,1329.3,443.1
2023,4,Sears,Atoderm Intensive Gel Crema 500 ml,5,3035.4,607.08
2023,4,Sears,Atoderm Intensive Gel Crema 75 ml,10,2344.79,234.479
2023,4,Sears,Atoderm Intensive Gel Moussant 200 ml,7,1946.14,278.02
2023,4,Sears,Atoderm Labios 15 ml,11,1992.08,181.0981818
2023,4,Sears,Atoderm Manos y Uñas 50 ml,27,3005.19,111.3033333
2023,4,Sears,Atoderm SOS Spray 50 ml,2,660.08,330.04
2023,4,Sears,Cicabio Arnica+ 40 ml,4,1479.3,369.825
2023,4,Sears,Cicabio Crema 40 ml,8,3085.07,385.63375
2023,4,Sears,Hydrabio H2O 100 ml,17,3200.72,188.2776471
2023,4,Sears,Hydrabio H2O 250 ml,6,2606.85,434.475
2023,4,Sears,Hydrabio Serum 40 ml,52,33268.41,639.7771154
2023,4,Sears,KIT Pigm Daily C40ml + Mini Pigm Foaming 5ml + Pigm Night R 5ml + Mini Photoderm M Dor 5ml,2,1197.94,598.97
2023,4,Sears,KIT Pigm Sensitive Areas 75 ml+ Mini Pigm C-Conc 5ml + Mini Pigm Night Renew 5ml,6,2597.21,432.8683333
2023,4,Sears,KIT Sebium Gel M 200ml+ Minis,30,12044.16,401.472
2023,4,Sears,KIT Sebium P. Refiner 30ml+ Sebium H2O 20ml+ Sebium Gel Actif 8ml+ PH Nude Touch 2ml,31,18885.2,609.2
2023,4,Sears,KIT Sensibio  Eye 125ml + Sensibio  H2O 10ml + Photoderm Aquafluido 5ml,3,775.86,258.62
2023,4,Sears,KIT Sensibio  H2O 500ml + 250ml,7,4217.67,602.5242857
2023,4,Sears,Nodé DS+ 125 ml,3,1396.56,465.52
2023,4,Sears,Nodé Shampoo Fluido 400 ml,6,2909.79,484.965
2023,4,Sears,Photoderm AKN Spf 30 40 ml,21,7996.98,380.8085714
2023,4,Sears,Photoderm Aquafluido Claro Spf 50+ 40 ml,17,8929.96,525.2917647
2023,4,Sears,Photoderm Aquafluido Dorado Spf 50+ 40 ml,12,5989.13,499.0941667
2023,4,Sears,Photoderm Aquafluido Neutro Spf 50+ 40 ml,28,13794.24,492.6514286
2023,4,Sears,Photoderm AR Spf 50+ 30 ml,24,13931.87,580.4945833
2023,4,Sears,Photoderm Bruma Spf 50+ 150 ml,10,5673.68,567.368
2023,4,Sears,Photoderm Cover T. Claro 40 gr,68,37347.41,549.2266176
2023,4,Sears,Photoderm Cover T. Dorado 40 gr,41,23453.57,572.0382927
2023,4,Sears,Photoderm Crema Claro Spf 50+ 40 ml,13,6603.49,507.9607692
2023,4,Sears,Photoderm Crema Dorado Spf 50+ 40 ml,1,257.75,257.75
2023,4,Sears,Photoderm Crema Spf 50+ 40 ml,10,5026.68,502.668
2023,4,Sears,Photoderm Kid Leche 50+  100 ml,20,9158.64,457.932
2023,4,Sears,Photoderm M Bronce Spf 50+ 40 ml,2,1217.24,608.62
2023,4,Sears,Photoderm M Claro Spf 50+ 40 ml,18,10568.64,587.1466667
2023,4,Sears,Photoderm M Dorado Spf 50+ 40 ml,23,13885.53,603.7186957
2023,4,Sears,Photoderm MAX Crema 40 ml,1,257.76,257.76
2023,4,Sears,Photoderm MAX Leche Spf 50+ 200 ml,8,5324.79,665.59875
2023,4,Sears,Photoderm Mineral Spray 100 ml,6,1908.62,318.1033333
2023,4,Sears,Photoderm Nude Touch Claro Spf 50+ 40 ml,5,2870.7,574.14
2023,4,Sears,Photoderm Nude Touch Dorado Spf 50+ 40 ml,2,1364.06,682.03
2023,4,Sears,Photoderm Nude Touch Muy Claro Spf 50+ 40 ml,22,12285.47,558.4304545
2023,4,Sears,Photoderm Spot Age Spf 50+ 40 ml,48,17983.67,374.6597917
2023,4,Sears,Photoderm Spray Spf 50+ 400 ml,86,55681.68,647.4613953
2023,4,Sears,Pigmentbio C-Concentrate 15 ml,18,12229.8,679.4333333
2023,4,Sears,Pigmentbio Daily Care 50+ 40 ml,17,13111.16,771.2447059
2023,4,Sears,Pigmentbio Foaming Cream 200 ml,46,27644.82,600.9743478
2023,4,Sears,Pigmentbio H2O 250 ml,6,2606.88,434.48
2023,4,Sears,Pigmentbio Night Renewer 50 ml,12,9130.86,760.905
2023,4,Sears,Pigmentbio Sensitive Areas 75 ml,154,79598.99,516.8765584
2023,4,Sears,Sebium Barra 100 gr,12,2036.02,169.6683333
2023,4,Sears,Sebium Gel Gommant 100 ml,6,2625,437.5
2023,4,Sears,Sebium Gel Moussant 100 ml,76,15519.62,204.2055263
2023,4,Sears,Sebium Gel Moussant 500 ml,46,27530.89,598.4976087
2023,4,Sears,Sebium Gel Moussant Actif Tubo 200 ml,32,14319.4,447.48125
2023,4,Sears,Sebium Gel Moussant Tubo 200 ml,35,13070.05,373.43
2023,4,Sears,Sebium Global 30 ml,14,8548.76,610.6257143
2023,4,Sears,Sebium H2O 100 ml,24,4586.56,191.1066667
2023,4,Sears,Sebium H2O 250 ml,5,2161.13,432.226
2023,4,Sears,Sebium H2O 500 ml,15,9016.98,601.132
2023,4,Sears,Sebium H2O Bomba Inv 500 ml,22,14066.63,639.3922727
2023,4,Sears,Sebium Hydra 40 ml,50,26317.94,526.3588
2023,4,Sears,Sebium Kerato+ 30 ml,11,5658.82,514.4381818
2023,4,Sears,Sebium Night Peel 40 ml,4,2782.74,695.685
2023,4,Sears,Sebium Pore Refiner 30 ml,25,16961.21,678.4484
2023,4,Sears,Sensibio AR 40 ml,73,33790.49,462.8834247
2023,4,Sears,Sensibio Defensive 40 ml,32,12691.32,396.60375
2023,4,Sears,Sensibio Defensive Serum 30 ml,24,13717.56,571.565
2023,4,Sears,Sensibio Ds+ Crema 40 ml,19,8293.09,436.4784211
2023,4,Sears,Sensibio Forte 40 ml,10,4344.01,434.401
2023,4,Sears,Sensibio Gel Contorno de Ojos 15 ml,40,13027.59,325.68975
2023,4,Sears,Sensibio Gel Moussant 200 ml,48,17928.6,373.5125
2023,4,Sears,Sensibio Gel Moussant 500 ml,161,81146.68,504.016646
2023,4,Sears,Sensibio Gel Moussant Tubo 100 ml,196,33562.26,171.2360204
2023,4,Sears,Sensibio H2O 100 ml,46,7336.19,159.4823913
2023,4,Sears,Sensibio H2O 250 ml,37,13308.5,359.6891892
2023,4,Sears,Sensibio H2O 500 ml,56,28607.42,510.8467857
2023,4,Sears,Sensibio H2O Bomba Inv 500 ml,22,13895.02,631.5918182
2023,4,Sears,Sensibio H2O Eye 125 ml,58,15712.19,270.8998276
2023,4,Sears,Sensibio Light 40 ml,21,8157.02,388.4295238
2023,5,Amazon,ABCDerm Cold Cream 200 ml,5,1410.35,282.07
2023,5,Amazon,ABCDerm H2O 1 l,5,2883.6,576.72
2023,5,Amazon,Atoderm Aceite Ducha 200 ml,5,1288.8,257.76
2023,5,Amazon,Atoderm Barra 150 gr,130,18131.3,139.4715385
2023,5,Amazon,Atoderm Crema Tubo 200 ml,24,3964.56,165.19
2023,5,Amazon,Atoderm Crema Ultra 500 ml,46,16174.46,351.6186957
2023,5,Amazon,Atoderm Intensive Balsamo 75 ml,8,1739.24,217.405
2023,5,Amazon,Atoderm Intensive Gel Crema 200 ml,11,3839.39,349.0354545
2023,5,Amazon,Atoderm Intensive Gel Crema 500 ml,17,7902.79,464.87
2023,5,Amazon,Atoderm Intensive Gel Crema 75 ml,40,8464.32,211.608
2023,5,Amazon,Atoderm Intensive Gel Moussant 200 ml,17,4396.14,258.5964706
2023,5,Amazon,Atoderm Labios 15 ml,9,1306.25,145.1388889
2023,5,Amazon,Atoderm Manos y Uñas 50 ml,54,5338.14,98.85444444
2023,5,Amazon,Cicabio Arnica+ 40 ml,31,10716.58,345.696129
2023,5,Amazon,Hydrabio Bruma 300 ml,1,240.52,240.52
2023,5,Amazon,Hydrabio Gel Crema 40 ml,2,912.06,456.03
2023,5,Amazon,Hydrabio H2O 250 ml,4,1204.48,301.12
2023,5,Amazon,Hydrabio Serum 40 ml,76,33892.2,445.95
2023,5,Amazon,KIT Photoderm Cover T Claro + Sensibio  H2O Eye 9ml + Sensibio  H2O 10ml,62,29987.94,483.6764516
2023,5,Amazon,KIT Photoderm Cover T Dor + Sensibio  H2O Eye 9ml + Sensibio  H2O 10ml,51,23647.42,463.674902
2023,5,Amazon,KIT Photoderm M 40ml (V2) + Sensibio  H2O 100ml,30,14974.2,499.14
2023,5,Amazon,KIT Photoderm Nude Dor. + Sebium Gel M. 100ml,49,24035.48,490.52
2023,5,Amazon,KIT Pigm Daily C40ml + Mini Pigm Foaming 5ml + Pigm Night R 5ml + Mini Photoderm M Dor 5ml,2,1318.96,659.48
2023,5,Amazon,KIT Sebium Gel M 200ml+ Minis,50,18619.04,372.3808
2023,5,Amazon,KIT Sebium P. Refiner 30ml+ Sebium Gel 100ml,46,23498.16,510.8295652
2023,5,Amazon,KIT Sebium P. Refiner 30ml+ Sebium H2O 20ml+ Sebium Gel Actif 8ml+ PH Nude Touch 2ml,111,62749.94,565.3147748
2023,5,Amazon,KIT Sensibio  Eye 125ml + Sensibio  H2O 10ml + Photoderm Aquafluido 5ml,12,3051.72,254.31
2023,5,Amazon,Nodé Shampoo Fluido 400 ml,22,10601.8,481.9
2023,5,Amazon,Photoderm Aquafluido Claro Spf 50+ 40 ml,113,52412.34,463.8260177
2023,5,Amazon,Photoderm Aquafluido Neutro Spf 50+ 40 ml,31,14716.78,474.7348387
2023,5,Amazon,Photoderm AR Spf 50+ 30 ml,17,9038.83,531.6958824
2023,5,Amazon,Photoderm Cover T. Claro 40 gr,46,17725.66,385.3404348
2023,5,Amazon,Photoderm Cover T. Dorado 40 gr,61,31754.83,520.5709836
2023,5,Amazon,Photoderm Crema Claro Spf 50+ 40 ml,1,516.38,516.38
2023,5,Amazon,Photoderm Crema Spf 50+ 40 ml,2,888.79,444.395
2023,5,Amazon,Photoderm M Bronce Spf 50+ 40 ml,5,3012.95,602.59
2023,5,Amazon,Photoderm MAX Aquafluido Pocket Spf 50+ 30 ml,145,38855.94,267.972
