Years,Months (MES),CADENA GENERAL,NAME,QUANTITY,VALUE,PRICE
2020,11,Benavides,Photoderm Spot Age Spf 50+ 40 ml,16,5743.58,358.97375
2020,11,Benavides,Sebium Barra 100 gr,38,4408.4,116.0105263
2020,11,Benavides,Sebium Gel Moussant 100 ml,150,24841.57,165.6104667
2020,11,Benavides,Sebium Gel Moussant 200 ml,121,34569.44,285.6978512
2020,11,Benavides,Sebium H2O 100 ml,47,7209.46,153.392766
2020,11,Benavides,Sebium H2O 250 ml,15,4620.69,308.046
2020,11,Benavides,Sebium H2O 500 ml,41,17008.85,414.85
2020,11,Benavides,Sebium Pore Refiner 30 ml,75,32479.51,433.0601333
2020,11,Benavides,Sensibio AR 40 ml,73,23209.79,317.9423288
2020,11,Benavides,Sensibio Ds+ Crema 40 ml,64,17661.89,275.9670313
2020,11,Benavides,Sensibio Gel Contorno de Ojos 15 ml,51,12737.06,249.7462745
2020,11,Benavides,Sensibio Gel Moussant 200 ml,256,65092.18,254.2663281
2020,11,Benavides,Sensibio Gel Moussant Tubo 100 ml,206,27223.5,132.1529126
2020,11,Benavides,Sensibio H2O 100 ml,1496,168303.1,112.5020722
2020,11,Benavides,Sensibio H2O 250 ml,99,27310.14,275.86
2020,11,Benavides,Sensibio H2O 500 ml,223,84977.19,381.0636323
2020,11,Benavides,Sensibio H2O Bomba Inv 500 ml,26,12020.63,462.3319231
2020,11,Dekafarma,ABCDerm Gel Moussant 1 l,4,1110.848,277.712
2020,11,Dekafarma,Atoderm Barra 150 gr,99,8632.9485,87.2015
2020,11,Dekafarma,Atoderm Crema Tubo 200 ml,11,1362.2015,123.8365
2020,11,Dekafarma,Atoderm Intensive Balsamo 200 ml,32,8652.32,270.385
2020,11,Dekafarma,Atoderm Intensive Balsamo 500 ml,19,8853.886,465.994
2020,11,Dekafarma,Atoderm Intensive Balsamo 75 ml,16,2333.08,145.8175
2020,11,Dekafarma,Atoderm Intensive Gel Moussant 200 ml,7,1225.8785,175.1255
2020,11,Dekafarma,Atoderm SOS Spray 200 ml,2,804.576,402.288
2020,11,Dekafarma,Cicabio Arnica+ 40 ml,3,657.288,219.096
2020,11,Dekafarma,Cicabio Crema 40 ml,12,2901.696,241.808
2020,11,Dekafarma,KIT Nodé 125ml,9,2499.408,277.712
2020,11,Dekafarma,KIT Photoderm Nude Cla. + Sebium Gel M. 100ml,2,751.4618,375.7309
2020,11,Dekafarma,KIT Sensibio H2O 250 ml 2 pzas,4,1186.6964,296.6741
2020,11,Dekafarma,Photoderm AKN Spf 30 40 ml,2,687.327,343.6635
